# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_to_flat_Clim_half_lives.py on Wed Nov  5 23:35:39 2025
id	HL_value
"GALACTARDEHYDRA-MONOMER"	6.967017838812684
"YBAL-MONOMER"	12.0
"EG12345-MONOMER"	12.0
"GNTT-MONOMER"	12.0
"EG12385-MONOMER"	12.0
"EG12859-MONOMER"	12.0
"PDXK-MONOMER"	12.0
"EG12137-MONOMER"	12.0
"SARCOX-MONOMER"	6.820129467000292
"G6731-MONOMER"	8.8444188552571
"G6358-MONOMER"	12.0
"G7596-MONOMER"	0.568362825639429
"DIENOYLCOAREDUCT-MONOMER"	12.0
"G7603-MONOMER"	12.0
"G7606-MONOMER"	12.0
"ALTRODEHYDRAT-MONOMER"	2.782685579849943
"G7616-MONOMER"	8.947111268374845
"KETOBUTFORMLY-INACT-MONOMER"	4.838852940781711
"G7656-MONOMER"	9.493072389578312
"AGAB-MONOMER"	5.196782371160168
"G6732-MONOMER"	12.0
"EG12693-MONOMER"	12.0
"EG12702-MONOMER"	12.0
"EG12666-MONOMER"	12.0
"G6491-MONOMER"	12.0
"UUP-MONOMER"	12.0
"G7662-MONOMER"	12.0
"NANK-MONOMER"	12.0
"G7642-MONOMER"	12.0
"G7646-MONOMER"	12.0
"G7647-MONOMER"	12.0
"G7716-MONOMER"	12.0
"G7713-MONOMER"	12.0
"G7727-MONOMER"	12.0
"G7735-MONOMER"	12.0
"G7165-MONOMER"	10.796231020216116
"DXPREDISOM-MONOMER"	12.0
"EG12866-MONOMER"	12.0
"EG12712-MONOMER"	12.0
"EG12692-MONOMER"	12.0
"G7698-MONOMER"	12.0
"G7739-MONOMER"	12.0
"G7740-MONOMER"	12.0
"EG12854-MONOMER"	9.84619397071737
"EG12860-MONOMER"	9.533919376483128
"EG12709-MONOMER"	12.0
"EG12875-MONOMER"	12.0
"G7690-MONOMER"	12.0
"G7746-MONOMER"	12.0
"G7751-MONOMER"	4.759072033612973
"G7756-MONOMER"	12.0
"G7757-MONOMER"	12.0
"G7758-MONOMER"	12.0
"G6464-MONOMER"	1.908372307910687
"PD01896"	12.0
"G6646-MONOMER"	6.027544302519512
"G6207-MONOMER"	4.666211291718194
"G6661-MONOMER"	12.0
"G7025-MONOMER"	9.815156955338434
"G7530-MONOMER"	12.0
"G7531-MONOMER"	12.0
"G7575-MONOMER"	12.0
"HISQ-MONOMER"	12.0
"G6096-MONOMER"	12.0
"G7345-MONOMER"	12.0
"RSTA-MONOMER"	10.094257909984885
"G7416-MONOMER"	12.0
"DLACTDEHYDROGNAD-MONOMER"	12.0
"G6702-MONOMER"	12.0
"G6703-MONOMER"	12.0
"G6701-MONOMER"	7.5259531469875345
"6PGLUCONOLACT-MONOMER"	12.0
"EG11247-MONOMER"	12.0
"G7398-MONOMER"	12.0
"G7800-MONOMER"	12.0
"G7804-MONOMER"	12.0
"EG12165-MONOMER"	12.0
"EG11177-MONOMER"	12.0
"EG11085-MONOMER"	12.0
"EG10865-MONOMER"	12.0
"EG10866-MONOMER"	12.0
"GUANYL-KIN-MONOMER"	12.0
"GMP-REDUCT-MONOMER"	12.0
"GLUTAMIDOTRANS-MONOMER"	12.0
"EG10884-MONOMER"	12.0
"AGMATIN-MONOMER"	12.0
"CYCLASE-MONOMER"	12.0
"EG11306-MONOMER"	2.9720518504731115
"EG10867-MONOMER"	12.0
"EG10613-MONOMER"	12.0
"ATPPHOSRIBOSTRANS-MONOMER"	12.0
"EG10529-MONOMER"	12.0
"G6445-MONOMER"	12.0
"EG11536-MONOMER"	12.0
"HISS-MONOMER"	12.0
"EG10882-MONOMER"	12.0
"G6465-MONOMER"	12.0
"EG11293-MONOMER"	12.0
"EG12319-MONOMER"	12.0
"DTDPGLUCOSEPP2-MONOMER"	12.0
"MALATE-DEHASE-MONOMER"	12.0
"FLAVODOXIN1-MONOMER"	5.627692449456593
"EG10868-MONOMER"	12.0
"EG11886-MONOMER"	12.0
"EG11294-MONOMER"	12.0
"EG10370-MONOMER"	12.0
"EG11081-MONOMER"	6.127008297602209
"GPMA-MONOMER"	12.0
"EG12336-MONOMER"	12.0
"G7748-MONOMER"	8.309762551675721
"G7845-MONOMER"	12.0
"KUP-MONOMER"	12.0
"G6106-MONOMER"	12.0
"EG11736-MONOMER"	12.0
"EG10157-MONOMER"	12.0
"YRBF-MONOMER"	12.0
"YHES-MONOMER"	12.0
"G7650-MONOMER"	12.0
"G7458-MONOMER"	12.0
"G6674-MONOMER"	12.0
"G7298-MONOMER"	12.0
"G6704-MONOMER"	12.0
"G6742-MONOMER"	12.0
"G6815-MONOMER"	4.93053231446315
"G6973-MONOMER"	12.0
"G7139-MONOMER"	12.0
"G7200-MONOMER"	8.234546423706565
"G7443-MONOMER"	12.0
"G7612-MONOMER"	12.0
"G7613-MONOMER"	12.0
"G7594-MONOMER"	12.0
"G7644-MONOMER"	12.0
"G7658-MONOMER"	12.0
"EG12799-MONOMER"	12.0
"G7680-MONOMER"	12.0
"G7715-MONOMER"	12.0
"G7453-MONOMER"	12.0
"G7461-MONOMER"	12.0
"G7448-MONOMER"	12.0
"G7191-MONOMER"	12.0
"G7431-MONOMER"	12.0
"YRAO-MONOMER"	12.0
"G7311-MONOMER"	12.0
"G7527-MONOMER"	12.0
"G7641-MONOMER"	12.0
"G7192-MONOMER"	12.0
"G7559-MONOMER"	12.0
"G6843-MONOMER"	3.6774154031963455
"G7513-MONOMER"	12.0
"G7619-MONOMER"	12.0
"G7688-MONOMER"	12.0
"G7648-MONOMER"	12.0
"G7024-MONOMER"	12.0
"EG10838-MONOMER"	12.0
"EG11784-MONOMER"	3.5002534329871406
"EG11928-MONOMER"	12.0
"EG12233-MONOMER"	12.0
"ATPE-MONOMER"	12.0
"EG11915-MONOMER"	12.0
"EG10694-MONOMER"	12.0
"EG10885-MONOMER"	12.0
"EG10504-MONOMER"	8.682773182943553
"BAER-MONOMER"	12.0
"RCSF-MONOMER"	12.0
"G7808-MONOMER"	12.0
"TATA"	12.0
"ADENYL-KIN-MONOMER"	12.0
"ACYLCOASYN-MONOMER"	12.0
"CCME-MONOMER"	12.0
"ADENPRIBOSYLTRAN-MONOMER"	12.0
"EG10544-MONOMER"	12.0
"CRR-MONOMER"	12.0
"PTSG-MONOMER"	12.0
"CELA-MONOMER"	10.634348775424863
"MANX-MONOMER"	12.0
"MANZ-MONOMER"	12.0
"FRUB-MONOMER"	12.0
"EG11682-MONOMER"	12.0
"POTA-MONOMER"	12.0
"EG11447-MONOMER"	12.0
"FUCISOM-MONOMER"	12.0
"NRDB-MONOMER"	12.0
"G7313-MONOMER"	12.0
"G6152-MONOMER"	1.6270732910165155
"G6173-MONOMER"	3.1024782061797804
"G6190-MONOMER"	12.0
"G6194-MONOMER"	4.690693644948356
"G6284-MONOMER"	12.0
"OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON"	12.0
"EG11776-MONOMER"	12.0
"G6381-MONOMER"	12.0
"G6382-MONOMER"	12.0
"G6402-MONOMER"	12.0
"G6412-MONOMER"	12.0
"G6418-MONOMER"	12.0
"G6424-MONOMER"	5.8580762338720005
"G6425-MONOMER"	12.0
"YLIA-MONOMER"	11.48214640111684
"YLIB-MONOMER"	12.0
"YLIC-MONOMER"	12.0
"G6442-MONOMER"	12.0
"G6450-MONOMER"	12.0
"G6452-MONOMER"	12.0
"G6453-MONOMER"	12.0
"G6454-MONOMER"	12.0
"LTAA-MONOMER"	12.0
"MACA"	12.0
"MACB"	12.0
"G6468-MONOMER"	12.0
"G6475-MONOMER"	12.0
"G6487-MONOMER"	12.0
"G6488-MONOMER"	12.0
"G6493-MONOMER"	12.0
"G6499-MONOMER"	12.0
"G6501-MONOMER"	12.0
"G6539-MONOMER"	12.0
"G6540-MONOMER"	12.0
"G6541-MONOMER"	12.0
"G6560-MONOMER"	12.0
"G361-MONOMER"	4.250556460779363
"G6567-MONOMER"	8.551414687974939
"G6569-MONOMER"	6.699601423832553
"G6571-MONOMER"	5.869472591903214
"YCFW-MONOMER"	12.0
"G6576-MONOMER"	12.0
"nan"	12.0
"G6581-MONOMER"	12.0
"G6589-MONOMER"	12.0
"G6602-MONOMER"	7.14454922461406
"G6614-MONOMER"	12.0
"G6615-MONOMER"	12.0
"G6617-MONOMER"	12.0
"G6621-MONOMER"	12.0
"G6623-MONOMER"	2.372510654865173
"MONOMER0-1261"	12.0
"G6627-MONOMER"	12.0
"G6628-MONOMER"	12.0
"OPPD-MONOMER"	12.0
"G6638-MONOMER"	12.0
"G6640-MONOMER"	2.21612401639221
"G6659-MONOMER"	12.0
"G6663-MONOMER"	12.0
"G6675-MONOMER"	3.607522092410792
"G6720-MONOMER"	12.0
"G6746-MONOMER"	5.223950700737591
"YDCS-MONOMER"	12.0
"G6759-MONOMER"	12.0
"G6760-MONOMER"	12.0
"G6762-MONOMER"	12.0
"G6763-MONOMER"	12.0
"YDDS-MONOMER"	12.0
"G6783-MONOMER"	12.0
"G6804-MONOMER"	12.0
"G6806-MONOMER"	12.0
"G6811-MONOMER"	12.0
"G6841-MONOMER"	8.499471091820624
"G6856-MONOMER"	11.653497280587745
"G6860-MONOMER"	12.0
"G6884-MONOMER"	12.0
"G6887-MONOMER"	12.0
"G6892-MONOMER"	12.0
"G6904-MONOMER"	12.0
"G6931-MONOMER"	12.0
"SUCCGLUALDDEHYD-MONOMER"	12.0
"G6946-MONOMER"	12.0
"G6948-MONOMER"	12.0
"G6949-MONOMER"	12.0
"G6964-MONOMER"	0.2486598211097251
"G6967-MONOMER"	12.0
"G6972-MONOMER"	12.0
"G6985-MONOMER"	4.30149460299624
"G6986-MONOMER"	12.0
"G6991-MONOMER"	12.0
"G7003-MONOMER"	12.0
"G7005-MONOMER"	12.0
"G7008-MONOMER"	12.0
"G7020-MONOMER"	8.746385275965615
"G7021-MONOMER"	12.0
"DCYSDESULF-MONOMER"	12.0
"G7048-MONOMER"	12.0
"G7049-MONOMER"	12.0
"G7057-MONOMER"	12.0
"G7059-MONOMER"	12.0
"G7061-MONOMER"	12.0
"G7063-MONOMER"	2.6939232501802213
"G7090-MONOMER"	12.0
"G7108-MONOMER"	12.0
"MDTA"	12.0
"B2076-MONOMER"	12.0
"G7117-MONOMER"	12.0
"G7118-MONOMER"	10.432359408298918
"G7122-MONOMER"	12.0
"G7123-MONOMER"	12.0
"G7131-MONOMER"	12.0
"HMP-P-KIN-MONOMER"	12.0
"THZ-KIN-MONOMER"	12.0
"G7145-MONOMER"	1.8477550299176573
"G7148-MONOMER"	12.0
"G7156-MONOMER"	12.0
"G7169-MONOMER"	12.0
"G7185-MONOMER"	12.0
"G7211-MONOMER"	2.2618327322668983
"G7213-MONOMER"	12.0
"G7263-MONOMER"	12.0
"G7266-MONOMER"	12.0
"G7267-MONOMER"	12.0
"G7269-MONOMER"	12.0
"G7271-MONOMER"	12.0
"MALIC-NADP-MONOMER"	12.0
"G7296-MONOMER"	12.0
"G7297-MONOMER"	12.0
"G7312-MONOMER"	6.28663729232442
"G7321-MONOMER"	12.0
"G7350-MONOMER"	12.0
"G7502-MONOMER"	12.0
"G7590-MONOMER"	12.0
"G6896-MONOMER"	12.0
"PDXY-MONOMER"	4.39137536132037
"G6737-MONOMER"	6.921229098603986
"G6721-MONOMER"	12.0
"G7199-MONOMER"	12.0
"DSBG-MONOMER"	12.0
"G6174-MONOMER"	12.0
"G6326-MONOMER"	10.228924032679563
"G7262-MONOMER"	12.0
"G6932-MONOMER"	12.0
"G6176-MONOMER"	12.0
"G6958-MONOMER"	12.0
"G6890-MONOMER"	6.605716293809577
"MDLA-MONOMER"	12.0
"G6961-MONOMER"	12.0
"G6875-MONOMER"	12.0
"G7220-MONOMER"	12.0
"G6267-MONOMER"	12.0
"G6788-MONOMER"	12.0
"G6312-MONOMER"	10.99957068240382
"G6255-MONOMER"	12.0
"G6665-MONOMER"	12.0
"GLY3KIN-MONOMER"	12.0
"G6868-MONOMER"	12.0
"G6175-MONOMER"	12.0
"G6268-MONOMER"	12.0
"G7168-MONOMER"	12.0
"G7212-MONOMER"	12.0
"G6285-MONOMER"	12.0
"G6178-MONOMER"	10.251072866886377
"G7242-MONOMER"	11.98573300454847
"G6906-MONOMER"	10.297896760056434
"G6318-MONOMER"	12.0
"DXS-MONOMER"	12.0
"G6959-MONOMER"	12.0
"G6908-MONOMER"	12.0
"YBBP-MONOMER"	12.0
"G6909-MONOMER"	5.674335458981044
"G6934-MONOMER"	12.0
"G6177-MONOMER"	5.4247318504093975
"G7193-MONOMER"	12.0
"G6894-MONOMER"	1.989734084423282
"G6189-MONOMER"	12.0
"G6853-MONOMER"	12.0
"G6791-MONOMER"	2.309108342861218
"G6227-MONOMER"	12.0
"G6201-MONOMER"	6.723429253462282
"G6880-MONOMER"	12.0
"SUCCORNTRANSAM-MONOMER"	12.0
"G6658-MONOMER"	12.0
"G7265-MONOMER"	12.0
"G7187-MONOMER"	12.0
"G6745-MONOMER"	12.0
"G6302-MONOMER"	11.445176894079118
"G6924-MONOMER"	12.0
"G6755-MONOMER"	12.0
"G6907-MONOMER"	11.22832750911115
"G7166-MONOMER"	9.08268765762258
"G6823-MONOMER"	12.0
"G6244-MONOMER"	11.279549297530387
"G6250-MONOMER"	12.0
"THII-MONOMER"	12.0
"G6957-MONOMER"	12.0
"G6750-MONOMER"	12.0
"G6236-MONOMER"	12.0
"OPPF-MONOMER"	12.0
"G6930-MONOMER"	12.0
"G6913-MONOMER"	12.0
"G6245-MONOMER"	12.0
"G7320-MONOMER"	12.0
"G7196-MONOMER"	12.0
"MALTACETYLTRAN-MONOMER"	9.749201589250372
"G6865-MONOMER"	12.0
"G6329-MONOMER"	11.409691624483806
"G7162-MONOMER"	12.0
"G6952-MONOMER"	12.0
"PHENDEHYD-MONOMER"	12.0
"ATOC-MONOMER"	12.0
"G7484-MONOMER"	12.0
"G7486-MONOMER"	10.633272948843404
"G7504-MONOMER"	12.0
"G495-MONOMER"	12.0
"G7553-MONOMER"	12.0
"G7558-MONOMER"	12.0
"G7564-MONOMER"	12.0
"MONOMER0-148"	12.0
"YGIS-MONOMER"	12.0
"G7582-MONOMER"	12.0
"G7593-MONOMER"	12.0
"G7423-MONOMER"	12.0
"G7434-MONOMER"	12.0
"G7452-MONOMER"	12.0
"G7454-MONOMER"	12.0
"G7456-MONOMER"	12.0
"G7463-MONOMER"	12.0
"G7464-MONOMER"	4.93346525647185
"HMP-KIN-MONOMER"	12.0
"ACYLCOADEHYDROG-MONOMER"	2.724461462389446
"G6107-MONOMER"	12.0
"TAUA-MONOMER"	12.0
"SAPA-MONOMER"	12.0
"G6103-MONOMER"	12.0
"B0260-MONOMER"	12.0
"MMUM-MONOMER"	12.0
"G7422-MONOMER"	12.0
"nan"	12.0
"GALACTONATE-DEHYDRATASE-MONOMER"	9.692499008930866
"EG12633-MONOMER"	12.0
"BETAGALACTOSID-MONOMER"	8.402457283254268
"ARAG-MONOMER"	11.5914875378866
"G6474-MONOMER"	2.837759939721772
"EG10216-MONOMER"	12.0
"LIVH-MONOMER"	12.0
"TRKH-MONOMER"	12.0
"G6718-MONOMER"	7.77977943023981
"GKI-MONOMER"	12.0
"EG11338-MONOMER"	11.18969170119666
"ARGDECARBOXDEG-MONOMER"	12.0
"EG11685-MONOMER"	12.0
"CARNRACE-MONOMER"	12.0
"EG11843-MONOMER"	12.0
"EG11876-MONOMER"	9.16353600627891
"EG11938-MONOMER"	12.0
"EG12110-MONOMER"	12.0
"G7933-MONOMER"	12.0
"G7597-MONOMER"	12.0
"G7675-MONOMER"	12.0
"KEFB-MONOMER"	12.0
"EG13217-MONOMER"	5.419181917387318
"MONOMER0-561"	3.219556844942592
"LDC2-MONOMER"	12.0
"G6551-MONOMER"	12.0
"YNEA-MONOMER"	12.0
"UGD-MONOMER"	10.799478313502972
"G7343-MONOMER"	12.0
"G7342-MONOMER"	12.0
"G6619-MONOMER"	6.590569706956407
"B0427-MONOMER"	12.0
"G7488-MONOMER"	3.900659340427451
"MALF-MONOMER"	9.700859828672764
"BETA-GLUCURONID-MONOMER"	12.0
"EG10252-MONOMER"	12.0
"EG10739-MONOMER"	12.0
"GLPT-MONOMER"	12.0
"RIBULOKIN-MONOMER"	11.390377082815077
"YBBA-MONOMER"	12.0
"EXUT-MONOMER"	12.0
"G6784-MONOMER"	6.9223541228489225
"G6473-MONOMER"	9.508149831742514
"FUCPALDOL-MONOMER"	12.0
"ARAH-MONOMER"	12.0
"ARGSUCCTRAN-MONOMER"	12.0
"G7545-MONOMER"	9.46543965049216
"YJCH-MONOMER"	8.693378456444947
"PNUC-MONOMER"	12.0
"YEJB-MONOMER"	12.0
"XYLH-MONOMER"	12.0
"ICITDEHASE-KIN-PHOSPHA"	12.0
"EG10144-MONOMER"	12.0
"NARY-MONOMER"	12.0
"NARZ-MONOMER"	12.0
"EG10747-MONOMER"	12.0
"ALPHA-AMYL-PERI-MONOMER"	12.0
"EG11309-MONOMER"	12.0
"EG11516-MONOMER"	2.1491094178526358
"EG11644-MONOMER"	5.751162116261324
"G6198-MONOMER"	5.8025421784786655
"EG11848-MONOMER"	12.0
"YJCW-MONOMER"	12.0
"EG11811-MONOMER"	12.0
"TORA-MONOMER"	4.141191043618518
"EG12008-MONOMER"	5.073760343672082
"EG12019-MONOMER"	12.0
"XYLG-MONOMER"	7.158886418657421
"EG12279-MONOMER"	12.0
"LYXK-MONOMER"	3.668543763675326
"SGCA-MONOMER"	6.799554237414863
"G7915-MONOMER"	12.0
"SGCC-MONOMER"	12.0
"SGCB-MONOMER"	12.0
"G7916-MONOMER"	12.0
"G7931-MONOMER"	12.0
"NANT-MONOMER"	5.901971139922161
"G7544-MONOMER"	4.730801691014144
"G7442-MONOMER"	12.0
"G6805-MONOMER"	1.9161160594760425
"G7491-MONOMER"	12.0
"G7250-MONOMER"	11.756073950225364
"G7921-MONOMER"	12.0
"G6719-MONOMER"	1.238871027206327
"G6738-MONOMER"	8.620116814630773
"G6769-MONOMER"	12.0
"SUCCGLUDESUCC-MONOMER"	5.736012276601324
"SUCCARGDIHYDRO-MONOMER"	12.0
"G6970-MONOMER"	2.257047537127595
"EG11662-MONOMER"	11.087593408569832
"G7132-MONOMER"	8.125254054835292
"G7170-MONOMER"	12.0
"G7290-MONOMER"	8.563685064414852
"G7295-MONOMER"	12.0
"G7394-MONOMER"	0.9633687371348892
"YNJD-MONOMER"	12.0
"G7160-MONOMER"	12.0
"G6199-MONOMER"	11.0177406174805
"YDEX-MONOMER"	12.0
"G6673-MONOMER"	1.3388160400875155
"G6798-MONOMER"	3.539169070418481
"G7194-MONOMER"	12.0
"G6196-MONOMER"	12.0
"G6281-MONOMER"	2.524623759982598
"G6195-MONOMER"	11.884631109560075
"G7167-MONOMER"	12.0
"YDCT-MONOMER"	12.0
"G7485-MONOMER"	5.031422307154838
"G7487-MONOMER"	3.286339790275103
"G7489-MONOMER"	12.0
"IPPISOM-MONOMER"	12.0
"G7420-MONOMER"	11.957136085173168
"YTFR-MONOMER"	12.0
