# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 28.0
# Date and time generated: October 30, 2023, 10:06:52
"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	"molecular_charge"	"_smiles"
"CPD-5170"	"&alpha;-D-Glc-(1&rarr;3)-&alpha;-D-Glc-(1&rarr;3)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol"	["an {&alpha;-D-glucosyl-(1->3)-&alpha;-D-glucosyl-(1->3)-&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1->3)-[&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1->3)-[&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1,6)]-&alpha;-D-mannosyl-(1,6)]-&beta;-D-mannosyl-(1->4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1->4)-<i>N</i>-acetyl-D-glucosaminyl}diphosphodolichol", "{&alpha;-D-glucosyl-(1->3)-&alpha;-D-glucosyl-(1->3)-&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1->3)-[&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1->3)-[&alpha;-D-mannosyl-(1->2)-&alpha;-D-mannosyl-(1,6)]-&alpha;-D-mannosyl-(1,6)]-&beta;-D-mannosyl-(1->4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1->4)-<i>N</i>-acetyl-D-glucosaminyl}diphosphodolichol", "a (glucosyl)<sub>2</sub>(mannosyl)<sub>9</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol"]	"C162H268N2O72P2"	3457.817	-2	"CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(CCOP(OP(O[C@H]%13(O[C@H](CO)[C@@H](O[C@H]%12([C@H](NC(=O)C)[C@H]([C@H](O[C@H]1([C@@H](O)[C@H]([C@H](O)[C@H](O1)CO[C@@H]2([C@@H](O)[C@H]([C@H](O)[C@H](O2)CO[C@H]3(O[C@@H]([C@H]([C@@H]([C@@H]3O[C@@H]4([C@H]([C@@H](O)[C@H](O)[C@@H](CO)O4)O))O)O)CO))O[C@@H]6([C@@H](O[C@@H]5([C@H]([C@@H](O)[C@H](O)[C@@H](CO)O5)O))[C@H]([C@H](O)[C@@H](CO)O6)O)))O[C@@H]%11([C@@H](O[C@@H]%10([C@@H](O[C@@H]7([C@@H](O)[C@H]([C@H](O)[C@@H](CO)O7)O[C@@H]8([C@H](O)[C@H]([C@H](O)[C@@H](CO)O8)O[C@@H]9([C@H](O)[C@H]([C@H](O)[C@@H](CO)O9)O))))[C@H]([C@H](O)[C@H](O%10)CO)O))[C@@H](O)[C@@H]([C@H](O%11)CO)O)))[C@@H](CO)O%12)O))[C@H](O)[C@@H](NC(=O)C)%13))(=O)[O-])(=O)[O-])C"
"CPD-520"	"quercetin"	["3,5,7,3',4'-pentahydroxyflavone", "3,5,7,3',4'-pentahydroflavone"]	"C15H9O7"	301.232	-1	"c1(cc(O)c(O)cc1C2(/Oc3(c(C(=O)C(/O)=2)c(O)cc([O-])c3)))"
"CPD-522"	"6-acetyl-D-glucose"	[]	"C8H14O7"	222.194	0	"CC(OC[C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))=O"
"CPD-524"	"aspirin"	["salicylic acid acetate", "o-carboxyphenyl acetate", "O-acetylsalicylic acid", "o-acetoxybenzoic acid", "Easprin", "Azetylsalizylsaeure", "ASA", "acidum acetylsalicylicum", "acido acetilsalicilico", "acide acetylsalicylique", "acide 2-(acetyloxy)benzoique", "Acetylsalicylsaeure", "2-acetoxybenzoic acid", "acetylsalicylic acid", "2-acetoxybenzenecarboxylic acid", "acetylsalicylate"]	"C9H7O4"	179.152	-1	"CC(Oc1(ccccc1C([O-])=O))=O"
"CPD-5242"	"a tunicamycin"	["an N-[2-[3-acetylamino-4,5-dihydroxy-6-(hydroxymethyl) tetrahydropyran-2-yl]oxy-6-[2-[5-[(2,4-dioxo-1H-pyrimidin-1-yl)] -3,4-dihydroxy-tetrahydrofuran-2-yl]-2-hydroxy-ethyl]-4,5- dihydroxy-tetrahydropyran-3-yl]-5-methyl-hex-2-enamide", "a mycospocidin"]	null	null	0	"CC(N[C@@H]4([C@H]([C@@H]([C@@H](CO)O[C@H](O[C@H]3([C@H](NC(=O)[R])[C@@H](O)[C@@H](O)[C@@H](CC([C@@H]2([C@@H](O)[C@@H](O)[C@H](n1(ccc(=O)[nH]c1=O))O2))O)O3))4)O)O))=O"
"CPD-534"	"D-<i>myo</i>-inositol (1,2,4,5,6)-pentakisphosphate"	["1D-<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate", "<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate", "inositol 1,2,4,5,6-penta<i>kis</i>phosphate"]	"C6H7O21P5"	569.977	-10	"[C@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])1)"
"CPD-535"	"&beta;-D-fructose 2,6-bisphosphate"	["fru 2,6-P<sub>2</sub>", "fructose 2,6-diphosphate"]	"C6H10O12P2"	336.085	-4	"C([C@H]1(O[C@@]([C@H]([C@@H]1O)O)(CO)OP([O-])([O-])=O))OP(=O)([O-])[O-]"
"CPD-536"	"glycerol 2-phosphate"	["&beta;-glycerol-phosphate", "2-glycerophosphate", "b-glycerol-phosphate", "&beta;-glycerophosphate"]	"C3H7O6P"	170.058	-2	"C(C(CO)OP([O-])([O-])=O)O"
"CPD-538"	"a serine phosphoethanolamine"	[]	"C5H13N2O6P"	228.141	0	"C(COP(OCC(C(=O)[O-])[NH3+])([O-])=O)[NH3+]"
"CPD-5401"	"p-chloromercuriphenylsulfonate"	["<i>p</i>-chloromercuriphenyl sulphonate", "<i>p</i>-chloromercuriphenyl sulphonic acid", "<i>p</i>-CMPSA", "<i>p</i>-chloromercuriphenylsulphonate", "PCMBS", "4-chloromercuribenzenesulfonate", "<i>p</i>-chloromercuribenzenesulfonate"]	"C6H4O3SClHg"	392.199	-1	"c1(ccc(cc1)S(=O)([O-])=O)[Hg]Cl"
"CPD-541"	"1-(<i>sn</i>-glycero-3-phospho)-1D-myo-inositol"	["1-glyceryl-1-myo-Inosityl phosphate", "glycero-phospho-<i>myo</i>-inositol", "<i>sn</i>-glycero-3-phospho-1-inositol", "GroPIns"]	"C9H18O11P"	333.208	-1	"C(O)[C@@H](O)COP([O-])(O[C@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1))=O"
"CPD-543"	"choline sulfate"	[]	"C5H13NO4S"	183.222	0	"C[N+](CCOS(=O)(=O)[O-])(C)C"
"CPD-546"	"methylmalonate"	["Methylmalonic acid"]	"C4H4O4"	116.073	-2	"CC(C([O-])=O)C([O-])=O"
"CPD-548"	"<i>S</i>-formylglutathione"	[]	"C11H16N3O7S"	334.323	-1	"C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]"
"CPD-55"	"octadecanal"	[]	"C18H36O"	268.482	0	"CCCCCCCCCCCCCCCCCC=O"
"CPD-551"	"phosphonoacetaldehyde"	["2-phosphonoacetaldehyde", "(2-oxoethyl)-phosphonate", "acetylphosphonate"]	"C2H4O4P"	123.025	-1	"C(CP([O-])(O)=O)=O"
"CPD-552"	"trithionate"	["S<SUB>3</SUB>O<SUB>6</SUB>"]	"O6S3"	192.176	-2	"[O-]S(=O)(=O)SS(=O)([O-])=O"
"CPD-5541"	"phenylmethanesulfonyl fluoride"	["PMSF"]	"C7H7O2FS"	174.189	0	"C(c1(ccccc1))S(=O)(F)=O"
"CPD-557"	"a protein-<i>N<sup>&omega;</sup></i>-(ADP-D-ribosyl)-L-arginine"	["N2-(ADP-D-ribosyl)-L-arginine"]	null	null	-1	"C([C@H](CCCNC(NC4([C@@H]([C@@H]([C@@H](COP(OP(OC[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])O4)O)O))=[NH2+])N[a protein])(=O)[a protein]"
"CPD-558"	"pimeloyl-CoA"	["6-carboxyhexanoyl-CoA", "pimelyl-CoA"]	"C28H41N7O19P3S"	904.649	-5	"CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCCCC([O-])=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)n3(c2(c(c(N)ncn2)nc3))))[O-])[O-]"
"CPD-560"	"5-(methylsulfanyl)-D-ribose"	["5-methylthio-D-ribose", "5-methylthioribose", "<i>S</i>-methyl-5-thio-D-ribofuranose", "<i>S</i>-methyl-5-thio-D-ribose"]	"C6H12O4S"	180.218	0	"CSC[C@H]1(OC([C@@H]([C@@H]1O)O)O)"
"CPD-5601"	"<i>N</i>-monomethylethanolamine"	[]	"C3H10NO"	76.118	1	"C[NH2+]CCO"
"CPD-5602"	"<i>N</i>-dimethylethanolamine"	[]	"C4H12NO"	90.145	1	"C[NH+](C)CCO"
"CPD-563"	"a 1-(1-alkenyl)-<i>sn</i>-glycero-3-phosphocholine"	["a 1-alkenyl-sn-glycero-3-phosphocholine", "a 1-alkenylglycerophosphocholine", "a 1-O-alk-1-enyl-glycero-3-phosphocholine", "a 1-O-(alk-1-enyl)glycero-3-phosphocholine"]	null	null	0	"C(/[R])=C\OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C"
"CPD-564"	"<i>S</i>-ribosyl-L-homocysteine"	["Ribose-5-S-homocysteine", "S-D-ribosyl-L-homocysteine", "ribose-5-<i>S</i>-homocysteine", "S-ribosylhomocysteine", "<i>S</i>-(5-deoxy-D-ribos-5-yl)-L-homocysteine"]	"C9H17NO6S"	267.296	0	"C(SC[C@H]1(OC(O)[C@H](O)[C@H](O)1))C[C@@H](C(=O)[O-])[NH3+]"
"CPD-5662"	"4,5-secobiotin"	["9-mercaptodesthiobiotin", "9-mercaptodethiobiotin", "6-[2-oxo-5-(sulfanylmethyl)imidazolidin-4-yl]hexanoate"]	"C10H17N2O3S"	245.316	-1	"C(C1(C(NC(N1)=O)CCCCCC(=O)[O-]))S"
"CPD-568"	"<i>N</i><SUP>1</SUP>-acetylspermidine"	["an <i>N</i>-acetylspermidine"]	"C9H23N3O"	189.3	2	"CC(=O)NCCC[NH2+]CCCC[NH3+]"
"CPD-5682"	"D,L-malic semialdehyde"	["3-hydroxy-4-oxobutanoate"]	"C4H5O4"	117.081	-1	"C(C(=O)[O-])C(O)C=O"
"CPD-571"	"an <i>N</i>-(long-chain-acyl)ethanolamine"	[]	null	null	0	"C(CCCCCCCCCCCC(=O)NCCO)[R]"
"CPD-5721"	"thioguanine"	["6-thioguanine", "6-mercaptoguanine"]	"C5H5N5S"	167.188	0	"c1([nH]c2(nc(N)nc(S)c(n1)2))"
"CPD-5742"	"amobarbital"	["amytal"]	"C11H17N2O3"	225.267	-1	"CCC1(C([N-]C(NC1=O)=O)=O)CCC(C)C"
"CPD-576"	"an <i>N</i>-acyl-L-aspartate"	[]	null	null	-2	"C(N[C@H](C(=O)[O-])CC(=O)[O-])([R])=O"
"CPD-58"	"octopamine"	["1-(4-hydroxyphenyl)-2-aminoethanol", "p-hydroxyphenylethanolamine", "D,L-octopamine"]	"C8H12NO2"	154.188	1	"C(C(c1(ccc(cc1)O))O)[NH3+]"
"CPD-581"	"N,N-Dimethylformamide"	["N,N-Dimethylmethanamide", "DMF"]	"C3H7NO"	73.094	0	"CN(C)C=O"
"CPD-582"	"guanylyl molybdenum cofactor"	["MGD", "MPT-GMP", "MoO<sub>2</sub>(OH)Dtpp-mGDP", "molybdopterin guanine dinucleotide"]	"C20H22N10O15P2S2Mo"	864.459	-2	"C(OP(OP(=O)([O-])OC[C@H]2(O[C@H]1(Nc4(nc(N)[nH]c(=O)c(N[C@H]1C3(\S[Mo](=O)(=O)SC\2=3))4))))(=O)[O-])[C@H]7(O[C@@H](n5(c6(c(nc5)c(=O)[nH]c(N)n6)))[C@H](O)[C@H](O)7)"
"CPD-5821"	"(<i>S</i>)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline"	["(<i>S</i>)-5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate", "(<i>S</i>)-OHCU", "4-(carbamoylamino)-5-hydroxy-2-oxo-2,5-dihydro-1H-imidazole-5-carboxylate"]	"C5H5N4O5"	201.118	-1	"C([C@]1(O)(NC(=O)/N=C1/NC(N)=O))(=O)[O-]"
"CPD-5861"	"2-deoxy-D-galactose"	["2-deoxy-D-lyxohexose", "deoxygalactose"]	"C6H12O5"	164.158	0	"C(O)[C@@H]1([C@H](O)[C@H](O)CC(O)O1)"
"CPD-593"	"methylguanidinium"	["methylguanidine"]	"C2H8N3"	74.105	1	"CNC(N)=[NH2+]"
"CPD-6"	"a [2Fe-2S] iron-sulfur cluster"	["an iron-sulfur center (ambiguous)", "Fe<sub>2</sub>S<sub>2</sub> iron-sulfur cluster", "a 2Fe-2S center", "a 2Fe-2S cluster", "2Fe-2S", "Fe<sub>2</sub>S<sub>2</sub>", "an Fe<sub>2</sub>S<sub>2</sub> iron-sulfur center", "[2Fe-2S]", "[2Fe-2S] cluster", "Iron-sulfur (2Fe-2S)"]	null	null	0	"[Fe]1(S[R])(S[R])(S[Fe](S[R])(S[R])S1)"
"CPD-6001"	"&beta;-L-ribofuranse"	[]	"C5H10O5"	150.131	0	"C([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)O))O"
"CPD-602"	"5-amino-6-(5-phospho-D-ribosylamino)uracil"	["5-amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate", "5-amino-6-(5'-phosphoribosylamino)uracil"]	"C9H13N4O9P"	352.197	-2	"C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)Nc2(c(N)c(=O)[nH]c(=O)[nH]2))"
"CPD-6041"	"methotrexate"	["amethopterin"]	"C20H20N8O5"	452.429	-2	"CN(Cc1(cnc2(nc(N)nc(N)c(n1)2)))c3(ccc(cc3)C(N[C@@H](CCC([O-])=O)C(=O)[O-])=O)"
"CPD-605"	"lumichrome"	["7,8-Dimethylalloxazine"]	"C12H10N4O2"	242.237	0	"Cc1(c(cc2(c(c1)nc3(c(n2)[nH]c([nH]c3=O)=O)))C)"
"CPD-606"	"(2<i>R</i>)-CDP-glycerol"	[]	"C12H19N3O13P2"	475.242	-2	"C(O)[C@@H](O)COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O))(=O)[O-])([O-])=O"
"CPD-6061"	"F-dUMP"	["2-fluoro-2-deoxy-uridine 5'-monophosphate", "dUflMP", "2'-deoxy-5-fluoro-uridine 5'-monophosphate", "fluorodeoxyuridylate", "5-fluorodeoxyuridine monophosphate"]	"C9H10N2O8FP"	324.159	-2	"C(OP(=O)([O-])[O-])[C@@H]2([C@H](C[C@H](n1(cc(F)c(=O)[nH]c1=O))O2)O)"
"CPD-607"	"adenosine tetraphosphate"	["Adenosine 5'-tetraphosphate", "p<sub>4</sub>A"]	"C10H12N5O16P4"	582.124	-5	"C(OP(OP(OP(OP([O-])([O-])=O)([O-])=O)([O-])=O)([O-])=O)[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](O)3)"
"CPD-608"	"an acyladenylate"	["a 5'-acylphosphoadenosine"]	null	null	-1	"C(OP(=O)([O-])OC([R])=O)[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](O)3)"
"CPD-609"	"P<sup>1</sup>,P<sup>4</sup>-<i>bis</i>(5'-guanosyl) tetraphosphate"	["Gp4G", "<i>bis</i>(5'-guanosyl) tetraphosphate"]	"C20H24N10O21P4"	864.359	-4	"C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))[C@H](O)[C@H](O)3))[C@H]6(O[C@@H](n4(c5(c(nc4)c(=O)[nH]c(N)n5)))[C@H](O)[C@H](O)6)"
"CPD-610"	"trimetaphosphate"	["TMP", "trimetaphosphoric acid", "cyclo-triphosphoric acid", "1,3,5,2,4,6-trioxatriphosphinane-2,4,6-triol 2,4,6-trioxide", "2,4,6-trihydroxido-2,4,6-trioxido-1,3,5-trioxy-2,4,6-triphosphy-[6]cycle", "tri--oxido-tris(hydroxidooxidophosphorus)", "1,3,5,2,4,6-trioxatriphosphinane-2,4,6-triolate 2,4,6-trioxide"]	"O9P3"	236.916	-3	"O=P1(OP(=O)(OP(O1)(=O)[O-])[O-])[O-]"
"CPD-611"	"thiamine triphosphate"	["thiamin triphosphate"]	"C12H16N4O10P3S"	501.26	-3	"Cc2([n+](Cc1(c(N)nc(C)nc1))csc(CCOP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])2)"
"CPD-6124"	"1-pyrroline"	[]	"C4H8N"	70.114	1	"C1(CC\[NH+]=C/1)"
"CPD-618"	"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate"	["(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate", "methylisocitric acid", "methylisocitrate", "<i>threo</i>-Ds-2-methylisocitrate"]	"C7H7O7"	203.128	-3	"C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O"
"CPD-6182"	"2,7-anhydro-&alpha;-<i>N</i>-acetylneuraminate"	["2,7-AN"]	"C11H16NO8"	290.249	-1	"CC(=O)N[C@@H]2([C@@H](O)C[C@]1(O[C@H]([C@H](O)CO)[C@H](O1)2)(C([O-])=O))"
"CPD-62"	"(2,3-dihydroxybenzoyl)adenylate"	["2,3-dihydroxybenzoyl-AMP", "2,3-dihydroxybenzoyl adenylate"]	"C17H17N5O10P"	482.323	-1	"C(OP(OC(=O)c1(cccc(O)c(O)1))(=O)[O-])[C@H]4(O[C@@H](n2(c3(c(nc2)c(N)ncn3)))[C@H](O)[C@H](O)4)"
"CPD-622"	"(2<i>S</i>,3<i>S</i>)-2-methylcitrate"	["(2<i>S</i>,3<i>S</i>)-2-hydroxybutane-1,2,3-tricarboxylate", "(2<i>S</i>,3<i>S</i>)-2-methylcitric acid"]	"C7H7O7"	203.128	-3	"C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-]"
"CPD-624"	"an <i>N</i>-acyl-neuraminate 9-phosphate"	[]	null	null	-3	"C(OP([O-])(=O)[O-])[C@@H](O)[C@@H](O)[C@H]1(C(NC(=O)[R])[C@@H](O)CC(C(=O)[O-])(O)O1)"
"CPD-6242"	"a protein-<i>O</i>-(<i>N</i>-acetyl-D-glucosaminyl)-<i>trans</i>-4-hydroxy-L-proline"	[]	null	null	0	"CC(=O)N[C@@H]1([C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]2(C[C@@H](C([a protein])=O)N([a protein])C2))"
"CPD-6262"	"an (L-cysteinylglycine)-<i>S</i>-conjugate"	["a (Cys-Gly)-<i>S</i>-conjugate"]	null	null	0	"C(S[R])[C@@H](C(NCC([O-])=O)=O)[NH3+]"
"CPD-628"	"3-oxalomalate"	["oxalomalate", "3-oxalomalic acid", "oxalomalic acid"]	"C6H3O8"	203.085	-3	"C([O-])(=O)C(C(C([O-])=O)O)C(C(=O)[O-])=O"
"CPD-6301"	"<i>N-P</i>-tosyl-L-phenylalanyl chloromethyl ketone"	["TPCK"]	"C17H18NO3SCl"	351.847	0	"Cc1(ccc(cc1)S(=O)(=O)N[C@H](C(=O)CCl)Cc2(ccccc2))"
"CPD-6321"	"a [procollagen] <i>trans</i> 4-hyroxy-L-proline"	["a [procollagen]-(2S,4R)-4-hydroxy-L-proline"]	null	null	0	"C1(N([a procollagen])[C@H](C([a procollagen])=O)CC(O)1)"
"CPD-633"	"gentisate"	["gentisic acid", "hydroquinonecarboxylic acid", "2,5-dihydroxybenzoate", "2,5-DHBA", "2,5-dihydroxybenzoic acid", "2,5-dioxybenzoic acid", "3,6-dihydroxybenzoic acid", "5-hydroxysalicylic acid", "5-hydroxysalicylate"]	"C7H5O4"	153.114	-1	"C(=O)([O-])c1(c(O)ccc(O)c1)"
"CPD-6366"	"DIMBOA"	["2,4-dihydroxy-7-methoxy-2<i>H</i>-1,4-benzoxazin-3(4<i>H</i>)-one"]	"C9H8NO5"	210.166	-1	"COc1(ccc2(c(c1)OC(C(N2[O-])=O)O))"
"CPD-644"	"L-<i>threo</i>-3-phenylserine"	["L-threo-phenylserine", "L-<i>threo</i>-phenylserine", "L-<i>threo</i>-&beta;-phenylserine", "(2S,3S)-2-amino-3-hydroxy-3-phenylpropanoate"]	"C9H11NO3"	181.191	0	"C([O-])(=O)[C@H]([C@H](c1(ccccc1))O)[NH3+]"
"CPD-650"	"(3<i>R</i>)-3-hydroxybutanoyl-CoA"	["3-OH-butyryl-CoA", "OH-butyryl-CoA", "&beta;-hydroxybutyryl-<i>S</i>-CoA", "D-3-hydroxybutyryl-CoA", "hydroxy-butyryl-CoA", "&beta;-hydroxybutyryl-CoA", "3-hydroxybutyryl-CoA", "(3R)-3-Hydroxybutanoyl-CoA", "3-hydroxybutanoyl-CoA"]	"C25H38N7O18P3S"	849.593	-4	"C[C@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)n3(c2(c(c(N)ncn2)nc3))))[O-])[O-])=O)O"
"CPD-653"	"(<i>S</i>)-NADHX"	["(6<i>S</i>)-6-&beta;-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide"]	"C21H29N7O15P2"	681.445	-2	"C1(/N([C@@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](n2(c3(c(nc2)c(N)ncn3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))"
"CPD-656"	"5-oxo-D-proline"	["D-Pyroglutamic acid", "D-5-Pyrrolidone-2-carboxylic acid"]	"C5H6NO3"	128.107	-1	"C(=O)([C@@H]1(NC(CC1)=O))[O-]"
"CPD-6562"	"DIMBOA-&beta;-D-glucoside"	["(2<i>R</i>)-4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2<i>H</i>-1,4-benzoxazin-2-yl &beta;-D-glucopyranoside", "DIMBOA-Glc"]	"C15H19NO10"	373.316	0	"COc1(ccc3(c(c1)OC(O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))C(=O)N(O)3))"
"CPD-66"	"(3R)-oxaloglycolate"	["(2R)-2-hydroxy-3-oxosuccinate", "(2R)-2-hydroxy-3-oxobutanedioate"]	"C4H2O6"	146.056	-2	"C([C@@H](C(C(=O)[O-])=O)O)([O-])=O"
"CPD-660"	"(R)-malate"	["D-malate", "D-malic acid", "D-(+)-malic acid"]	"C4H4O5"	132.073	-2	"C(=O)([O-])C[C@@H](O)C([O-])=O"
"CPD-6602"	"curcumin"	["diferuloylmethane"]	"C21H20O6"	368.385	0	"COc2(cc(/C=C/C(/O)=C/C(/C=C/c1(cc(c(cc1)O)OC))=O)ccc(O)2)"
"CPD-665"	"1-propanal"	["propionaldehyde"]	"C3H6O"	58.08	0	"CCC=O"
"CPD-6661"	"1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate"	[]	"C6H7O21P5"	569.977	-10	"[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)"
"CPD-667"	"<i>O</i>-acetyl-L-homoserine"	["acetylhomoserine", "<I>O</I>-acetylhomoserine"]	"C6H11NO4"	161.157	0	"CC(OCC[C@@H](C([O-])=O)[NH3+])=O"
"CPD-67"	"2-phosphoglycolate"	["2-P-glycolate", "phosphoglycolate", "Phosphoglycolic acid"]	"C2H2O6P"	153.008	-3	"C(OP([O-])(=O)[O-])C([O-])=O"
"CPD-671"	"5-formimidoyltetrahydrofolate"	["an N5-formimido-THF", "an N5-formimidotetrahydrofolate", "a 5-formiminotetrahydrofolate"]	null	null	-1	"C([C@@H]2(N(C=N)c1(c([nH]c(nc1NC2)N)=O)))Nc3(ccc(C(N[C@H](C(=O)[O-])CCC([R])=O)=O)cc3)"
"CPD-674"	"<i>trans</i>-cinnamate"	["&beta;-phenylacrylic acid", "(<i>E</i>)-3-phenyl-2-prop -2-enoic acid", "cinnamic acid", "cinnamate", "<i>trans</i>-cinnamic acid", "(<i>E</i>)-cinnamate"]	"C9H7O2"	147.153	-1	"C(=O)([O-])/C=C/c1(ccccc1)"
"CPD-6746"	"1D-<i>myo</i>-inositol 2-phosphate"	["D-<i>myo</i>-inositol 2-monophosphate", "Ins(2)P<sub>1</sub>", "Ins2P"]	"C6H11O9P"	258.121	-2	"[C@@H]1(O)([C@@H](O)[C@H](O)[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)1)"
"CPD-6761"	"(2E)-2-hydroxypenta-2,4-dienoate"	["2-hydroxypenta-2,4-dienoate", "2-hydroxy-2,4-pentadienoate", "2-hydroxypent-2,4-dienoate", "2-hydroxy-2,4-pentadienoic acid", "<i>cis</i>-2-hydroxypenta-2,4-dienoate", "HPD"]	"C5H5O3"	113.093	-1	"C=C/C=C(C([O-])=O)/O"
"CPD-678"	"hydrogen selenide"	["dihydridoselenium", "H<sub>2</sub>Se", "selane", "dihydrogen selenide", "[SeH<sub>2</sub>]"]	"H2Se"	80.976	0	"[SeH2]"
"CPD-68"	"1-aminocyclopropane-1-carboxylate"	["1-aminocyclopropane-1-carboxylic acid", "ACC", "1-aminocyclopropanecarboxylic acid", "1-aminocyclopropanecarboxylate"]	"C4H7NO2"	101.105	0	"C([O-])(=O)C1([NH3+])(CC1)"
"CPD-683"	"cyclic-CMP"	["cyclic 3',5'-cytidine monophosphate", "cytidine cyclic-monophosphate", "cyclic 3',5'-CMP", "cytidine 3',5'-cyclic monophosphate"]	"C9H11N3O7P"	304.176	-1	"c1(n(ccc(N)n1)[C@@H]2(O[C@H]3([C@H]([C@H]2O)OP([O-])(OC3)=O)))(=O)"
"CPD-69"	"cyanate"	["cyanic acid", "hydrogen cyanate"]	"CNO"	42.017	-1	"C([O-])#N"
"CPD-6901"	"cerulenin"	[]	"C12H17NO3"	223.271	0	"C/C=C/C/C=C/CCC(=O)[C@@H]1(O[C@@H](C(N)=O)1)"
