Monomer ID,Simulated Counts,Schmidt Validation Counts
EG11479-MONOMER[m],269.87241039922003,213.0
EG12271-MONOMER[m],210.71470049823014,344.0
G6890-MONOMER[c],223.32910780980953,99.0
E2O-MONOMER[c],4395.66397654646,5252.0
RED-GLUTAREDOXIN[c],312.36199501042205,142.0
G7874-MONOMER[i],95.65923652107362,36.0
GLNH-MONOMER[p],2409.098898273254,6759.0
FLIG-FLAGELLAR-SWITCH-PROTEIN[i],869.6626190646967,6.0
EG10210-MONOMER[c],97.12256303102818,10.0
RFFTRANS-MONOMER[c],129.9537071900929,79.0
EG10867-MONOMER[c],27477.09143760811,21084.0
G7108-MONOMER[i],75.77420949109603,22.0
G7629-MONOMER[c],131.99673635863002,8.0
EG12096-MONOMER[c],24.445484882005047,72.0
PROTEIN-PII[c],2252.73325611279,1276.0
DEHYDDEOXGALACTKIN-MONOMER[c],38.861340714012016,12.0
SUCCORNTRANSAM-MONOMER[c],19.870306873060258,44.0
EG12879-MONOMER[c],773.306533055813,408.0
2-ISOPROPYLMALATESYN-MONOMER[c],3147.331105623462,2711.0
GDHA-MONOMER[c],8987.666682551253,6343.0
G6637-MONOMER[i],203.465051249968,58.0
G7614-MONOMER[c],92.29180934339472,0.0
G7056-MONOMER[m],73.32801121937523,7.0
PD00266[c],265.59697007240237,124.0
DIHYDROPICRED-MONOMER[c],1369.792104775801,3082.0
THZ-KIN-MONOMER[c],488.6371309722255,3.0
ADENYL-KIN-MONOMER[c],6574.587038801448,5283.0
PHES-MONOMER[c],1107.0499502365021,5078.0
G7164-MONOMER[c],40.706902108900145,21.0
EG11580-MONOMER[c],188.43783651764355,716.0
NADH-DHII-MONOMER[i],794.8010282489413,662.0
G7200-MONOMER[c],624.6278143425774,450.0
EG12373-MONOMER[c],481.27048297562624,199.0
EG11738-MONOMER[c],118.54440957833127,239.0
EG10167-MONOMER[i],206.90622611018148,361.0
G6383-MONOMER[c],284.5448910648529,0.0
G6107-MONOMER[c],171.5338655545593,59.0
G7915-MONOMER[c],88.45598603149641,1.0
DLACTDEHYDROGFAD-MONOMER[i],1265.6887477566831,608.0
EG11740-MONOMER[o],12.41409631740031,0.0
EG10869-MONOMER[c],31144.91399028734,18104.0
G7742-MONOMER[c],85.36852100528513,62.0
MANY-MONOMER[m],1917.8557781440823,110.0
EG11676-MONOMER[c],870.0632286127633,467.0
G6255-MONOMER[i],65.13327111556492,7.0
EG10882-MONOMER[c],25823.862973218154,49717.0
EG10230-MONOMER[c],7354.951138271728,5844.0
NUCLEOSIDE-DIP-KIN-MONOMER[c],6148.113162741752,11665.0
EVGA-MONOMER[c],64.09851812387268,52.0
EG10956-MONOMER[i],662.7634812913458,413.0
G6098-MONOMER[c],81.40770184899161,2.0
EG11098-MONOMER[c],757.1314937870803,921.0
CYSTATHIONINE-BETA-LYASE-MONOMER[c],716.2384442703636,2128.0
NUOG-MONOMER[m],181.52132047589012,934.0
EG12855-MONOMER[c],203.655531643877,52.0
G6969-MONOMER[c],190.25791953733525,519.0
EG10724-MONOMER[c],10.452264339485174,340.0
G7697-MONOMER[c],223.65632839492767,302.0
IMP-DEHYDROG-MONOMER[c],3498.0880278710665,11237.0
G7901-MONOMER[c],135.69041229557024,10.0
AMP-NUCLEOSID-MONOMER[c],1833.3671625831032,426.0
GLPF-MONOMER[i],3676.274623606149,46.0
EG11837-MONOMER[c],2959.644343649552,3013.0
G6413-MONOMER[c],1691.5313974320236,14.0
G7612-MONOMER[i],2109.3463203499477,9434.0
EG11537-MONOMER[c],386.06238693753033,858.0
MODC-MONOMER[i],118.17166332168921,6.0
HEMX-MONOMER[i],194.7296620265006,587.0
DPPB-MONOMER[i],958.3131712837313,15.0
G7841-MONOMER[c],319.9704737471418,374.0
HMP-KIN-MONOMER[c],399.11958321638093,370.0
RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER[c],12.339970954142741,30.0
EG10627-MONOMER[p],70.0187509976838,3.0
FADA-MONOMER[c],35.2477541507304,425.0
EG12128-MONOMER[i],268.11341854313395,7.0
G6240-MONOMER[c],5549.479450260271,10057.0
G7484-MONOMER[i],108.24921741771873,2.0
G6611-MONOMER[c],180.91311178834187,4.0
SERINE-O-ACETTRAN-MONOMER[c],224.15763748281964,400.0
GLUCONOKINI-MONOMER[c],8.59235066391586,15.0
CYSA-MONOMER[i],633.3133087016625,705.0
DIHYDROOROTOX-MONOMER[c],1030.1875434850192,1545.0
G6096-MONOMER[c],110.18456618992634,1.0
GLYCOGEN-BRANCH-MONOMER[c],136.3510792698041,76.0
EG10048-MONOMER[c],519.3621071838083,57.0
DLACTDEHYDROGNAD-MONOMER[c],55.93779102149338,566.0
HOLO-ACP-SYNTH-MONOMER[c],275.7861312527828,46.0
G7025-MONOMER[c],203.4679831716477,281.0
EG10595-MONOMER[c],78.94561999022352,80.0
EG10812-MONOMER[c],170.66185634517188,415.0
G7454-MONOMER[c],85.86965694511531,12.0
GSAAMINOTRANS-MONOMER[c],929.1407407542603,2909.0
EG11437-MONOMER[c],13.4160766948956,51.0
EG12319-MONOMER[c],10666.92627894979,3642.0
G7644-MONOMER[o],607.0887257468078,754.0
G7513-MONOMER[c],871.5120189230421,700.0
G7325-MONOMER[c],2735.9313517078604,13683.0
G7756-MONOMER[c],128.20503191752334,81.0
EG11180-MONOMER[m],1661.3090162745302,1409.0
EG10831-MONOMER[c],15.021405722977299,0.0
MALSYNG-MONOMER[c],138.7435037648735,282.0
CARBPSYN-SMALL[c],1651.0392532902895,9256.0
EG20249-MONOMER[c],126.29082693349174,8.0
EG11888-MONOMER[c],129.7401378055981,40.0
EG10903-MONOMER[c],26854.144418504122,13608.0
G6814-MONOMER[c],305.0683974813379,96.0
EG10669-MONOMER[o],126412.81703790346,119680.0
G6882-MONOMER[c],921.6855797037744,785.0
G6201-MONOMER[c],217.72657666426016,11.0
GLYCRIBONUCSYN-MONOMER[c],822.2856340338855,2115.0
EG12005-MONOMER[c],371.65386500138237,33.0
EG10618-MONOMER[c],88.9879491534101,199.0
YTFR-MONOMER[i],21.22814255499479,0.0
G7409-MONOMER[c],148.26601119198276,87.0
SUCCCOASYN-BETA[c],2928.0095472958587,6213.0
EG12401-MONOMER[c],335.3603852388679,215.0
EG10236-MONOMER[c],1213.1803116240083,207.0
EG10858-MONOMER[c],157.2065125611039,2.0
ASNSYNA-MONOMER[c],2685.9803988513954,1766.0
TORR-MONOMER[c],85.81623853419167,1.0
EG10662-MONOMER[c],124.1708778803319,11.0
G7424-MONOMER[i],55.45295025549365,28.0
PROTOHEME-FERROCHELAT-MONOMER[c],115.30020861847434,19.0
G7865-MONOMER[c],3226.633146055694,4381.0
GMP-REDUCT-MONOMER[c],1608.4043299746581,1145.0
G7727-MONOMER[c],248.5259655454886,11.0
G6906-MONOMER[c],518.4057416460274,508.0
G7690-MONOMER[i],22.397530731193896,1.0
PURE-MONOMER[c],1005.4473811644237,3610.0
EG12295-MONOMER[c],1995.3323237990874,1372.0
G7712-MONOMER[c],113.0747795170368,184.0
OPPD-MONOMER[i],680.8817103164487,144.0
EG10852-MONOMER[c],23.61374830941322,50.0
COPROGENOXI-MONOMER[c],17.796358532498033,116.0
G7279-MONOMER[c],82.39256451548736,53.0
EG12402-MONOMER[c],66.99139621325007,79.0
G6763-MONOMER[p],18384.347881404497,3466.0
EG12799-MONOMER[i],446.1878278904899,1098.0
G7743-MONOMER[c],105.28236474053496,17.0
G6488-MONOMER[c],221.60947640428478,102.0
EG11381-MONOMER[c],871.4951051320696,27.0
MALK-MONOMER[m],114.37355369382642,87.0
NUPC-MONOMER[i],381.35795995272537,122.0
EG11733-MONOMER[c],237.10045830816466,158.0
G6190-MONOMER[c],365.10093133912574,1474.0
MONOMER-43[c],3326.493257560014,1788.0
EG12182-MONOMER[i],3337.4414612670153,4572.0
NAGE-MONOMER[i],398.4280849164884,266.0
G7611-MONOMER[c],1515.9558175076734,503.0
EG11196-MONOMER[c],361.28553454291006,511.0
YRAO-MONOMER[c],139.11588629607516,293.0
GLUCOSAMINE-6-P-DEAMIN-MONOMER[c],810.7362117601098,550.0
YTFQ-MONOMER[p],25.981143886902526,99.0
G6880-MONOMER[i],107.76879828856103,54.0
PD00260[c],3636.804727840245,6492.0
EG12181-MONOMER[c],5985.91982538647,6421.0
G6860-MONOMER[c],1197.0471418118877,2729.0
EG10534-MONOMER[c],226.290999997539,290.0
OPPC-MONOMER[i],522.6655745920315,96.0
EG12158-MONOMER[c],596.7983620444876,561.0
G7563-MONOMER[c],188.38540106097972,56.0
PD01379[i],205.06840197814802,0.0
G6719-MONOMER[c],6.269817864082822,0.0
PROS-MONOMER[c],1693.5694039855916,4322.0
G6418-MONOMER[i],22.720152565797175,0.0
EG11385-MONOMER[c],1153.4070566467333,2435.0
EG11256-MONOMER[c],350.4104209044567,1894.0
EG11089-MONOMER[m],474.3030092572542,66.0
G6909-MONOMER[c],694.9852549270181,266.0
H2PTERIDINEPYROPHOSPHOKIN-MONOMER[c],186.1904469320252,214.0
EG10883-MONOMER[c],27078.13351677368,1877.0
G6501-MONOMER[c],332.9168978000295,172.0
EG10044-MONOMER[m],1401.4528557804258,4610.0
G7845-MONOMER[c],315.04254478632333,471.0
G7327-MONOMER[c],722.5567010955588,258.0
EG12440-MONOMER[c],601.9002293538277,353.0
EG11663-MONOMER[c],8588.204060423795,19681.0
7KAPSYN-MONOMER[c],167.19623790777118,72.0
EG11058-MONOMER[c],450.12482491698773,113.0
EG10434-MONOMER[i],122.1950138452321,144.0
G6660-MONOMER[c],34339.355357629924,24694.0
G6792-MONOMER[l],3.0459709404449242,4.0
G6301-MONOMER[p],77.308420598486,10.0
EG11354-MONOMER[i],101.8508949332576,44.0
PD00219[c],1346.1593096268064,826.0
EG11238-MONOMER[c],174.34196172812855,316.0
ADHP-MONOMER[c],117.10253189464659,26.0
EG11295-MONOMER[i],74.38483986199445,140.0
EG11817-MONOMER[c],90.13864605413899,161.0
EG12044-MONOMER[c],809.8402273665027,1510.0
RSTB-MONOMER[i],92.27067902267902,6.0
YBBP-MONOMER[i],11.639974635756369,11.0
EG11796-MONOMER[c],70.81910124258799,62.0
EG10902-MONOMER[c],25151.562568936573,15952.0
EG11508-MONOMER[c],14163.662532730994,3458.0
G6928-MONOMER[o],384.51210157970644,2.0
G7853-MONOMER[c],50.88538562824247,159.0
G7869-MONOMER[c],37.81577959059078,20.0
G7890-MONOMER[c],25.63121438244779,174.0
EG12866-MONOMER[c],2960.517627304384,2318.0
ASL-MONOMER[c],1865.9423450148777,5.0
G7020-MONOMER[c],201.17228305419584,556.0
EG10695-MONOMER[c],2097.4794116536987,2408.0
G6558-MONOMER[c],24.073167409703572,113.0
EG10985-MONOMER[p],746.5985588558366,1554.0
THIOREDOXIN-REDUCT-NADPH-MONOMER[c],2266.420938315397,4439.0
BTUD-MONOMER[m],90.05588379467599,63.0
UDHA-MONOMER[c],594.4877911057227,445.0
NICONUCADENYLYLTRAN-MONOMER[c],120.91726190234972,40.0
G6627-MONOMER[c],79.78646124187846,754.0
G6312-MONOMER[i],2243.923858433237,2525.0
G6207-MONOMER[c],294.65736621722044,88.0
EG10370-MONOMER[c],561.2476096125307,590.0
G6844-MONOMER[e],179.72458005165683,1.0
EG10910-MONOMER[c],27707.08053890793,10769.0
PSTS-MONOMER[p],261.0073440042984,305.0
G6911-MONOMER[c],921.6946989189208,569.0
RIBF-MONOMER[c],150.73916700396546,160.0
EUTC-MONOMER[c],142.30597912951498,12.0
GLYCOPHOSPHORYL-MONOMER[c],218.86829159398943,135.0
SAPD-MONOMER[i],56.501393691673,23.0
G7184-MONOMER[c],521.6587266736267,100.0
GLUTDECARBOXB-MONOMER[c],48.68025289484415,7.0
EG11601-MONOMER[c],504.77497101590194,436.0
G6253-MONOMER[i],108.26317752930974,145.0
G7616-MONOMER[c],127.52004993179662,107.0
EG12042-MONOMER[c],712.1008283553288,95.0
EG11894-MONOMER[c],2153.861600606468,3407.0
EG10680-MONOMER[c],1814.5464069338677,7596.0
G6889-MONOMER[c],72.13985973596823,3.0
G6268-MONOMER[c],1613.8433342518113,2692.0
EG11100-MONOMER[c],5676.349221150977,6880.0
EG11569-MONOMER[o],1294.862065079602,523.0
EG12233-MONOMER[c],95.60994299033966,35.0
EG10042-MONOMER[i],59.73508934770797,4.0
EG10572-MONOMER[c],244.7905441934034,2.0
G7529-MONOMER[c],71.01280154803621,46.0
GALACTOKIN-MONOMER[c],214.1958694028866,369.0
G7951-MONOMER[c],20.419315132384092,4.0
MANZ-MONOMER[m],1616.819610237699,341.0
EG10684-MONOMER[o],20200.829898322674,18234.0
EG10830-MONOMER[c],191.81522234562965,5.0
EG11294-MONOMER[c],67.0655595965681,186.0
OROTPDECARB-MONOMER[c],734.4709375515916,1507.0
SIROHEMESYN-MONOMER[c],8.219181547619048,30.0
EG10155-MONOMER[o],6601.2162249002895,575.0
G7488-MONOMER[c],26.97823825568534,0.0
G7280-MONOMER[c],429.37977416606964,46.0
ATPE-MONOMER[i],11102.31997812843,286.0
DIAMINOPIMEPIM-MONOMER[c],159.07947006968112,362.0
EG10880-MONOMER[c],26540.8074643631,5503.0
ASPCARBREG-MONOMER[c],8129.501160971563,19076.0
ANGLYC3PDEHYDROGSUBUNITB-MONOMER[c],113.34921676881372,4.0
MALF-MONOMER[m],21.68839362346463,1.0
G7527-MONOMER[c],283.4403612113371,208.0
G6994-MONOMER[c],121.21882528813937,7.0
EG11918-MONOMER[p],15.633459068758562,2.0
GRXC-MONOMER[c],1861.0969249870116,4265.0
G7889-MONOMER[m],54.7055083575564,89.0
G6567-MONOMER[c],498.10356488371326,131.0
G7123-MONOMER[c],48.67895803542581,42.0
AROH-MONOMER[c],640.772292715052,300.0
EG11847-MONOMER[c],32.56056000269177,6.0
G7005-MONOMER[c],1796.853876252194,1051.0
FLAVONADPREDUCT-MONOMER[c],536.2388018374678,184.0
G7063-MONOMER[c],136.33601242194064,431.0
CTPSYN-MONOMER[c],1219.5938977291157,960.0
YCFV-MONOMER[i],104.06947427045428,500.0
GABATRANSAM-MONOMER[c],77.5904637724757,599.0
G7574-MONOMER[p],136.41493610779878,1669.0
NARJ-MONOMER[c],1.5228374059181358,1.0
EG11660-MONOMER[i],275.73191643320496,23.0
UHPA-MONOMER[c],56.53111161827036,39.0
CYSN-MONOMER[c],1055.1816232334056,1520.0
EG10047-MONOMER[p],28.113115299423995,13.0
FECE-MONOMER[i],165.49228372369768,14.0
GLU6PDEHYDROG-MONOMER[c],2227.2979630189825,1234.0
EG12702-MONOMER[c],1.0416666666666667,45.0
EG12265-MONOMER[i],152.82709371605895,42.0
EG12200-MONOMER[c],45.600383685582756,22.0
G7642-MONOMER[o],213.73186914719335,490.0
G7059-MONOMER[p],60.798304901526905,20.0
G6873-MONOMER[c],88.36310667733916,10.0
G7767-MONOMER[p],1647.912852705232,2176.0
PDXH-MONOMER[c],602.349150780436,302.0
EG11935-MONOMER[c],151.35482908224816,200.0
EG10694-MONOMER[c],631.1188656703588,1076.0
EG12019-MONOMER[c],44.45889962843912,72.0
EG12203-MONOMER[c],135.25465139600468,2.0
G7007-MONOMER[i],69.47293326880019,10.0
PROX-MONOMER[m],572.3490095602036,786.0
G6929-MONOMER[c],399.37379575749173,125.0
7-ALPHA-HYDROXYSTEROID-DEH-MONOMER[c],683.7521609135655,197.0
AKBLIG-MONOMER[c],171.75720554273934,172.0
EG11323-MONOMER[c],671.1726070179228,973.0
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER[i],144.27355453644384,43.0
HYPOXANPRIBOSYLTRAN-MONOMER[c],1910.4694476840905,1285.0
EG10725-MONOMER[c],20.25,51.0
EG12202-MONOMER[c],124.5792960899693,5.0
G6568-MONOMER[c],853.4267160734074,793.0
G7952-MONOMER[c],7.568178533728148,21.0
EG11293-MONOMER[p],888.042485985925,256.0
G7886-MONOMER[c],429.218423274649,128.0
PYRUVOXID-MONOMER[c],287.9469049318771,258.0
EG11951-MONOMER[c],103.73178307922853,128.0
G6673-MONOMER[c],170.81033637566904,3.0
TREHALACYTO-MONOMER[c],19.242097007864903,11.0
PD00232[c],1248.4684261514979,523.0
DPPD-MONOMER[i],1243.5283252914767,367.0
G6335-MONOMER[c],20.369945955341475,19.0
EG11232-MONOMER[c],27694.871902587347,151.0
UDPNACETYLMURAMATEDEHYDROG-MONOMER[c],148.4654659341167,55.0
CYCA-MONOMER[i],300.6923803367756,180.0
TREHALOSE6PSYN-MONOMER[c],288.12657823968647,199.0
EG11538-MONOMER[c],79.05705443721378,29.0
EG11507-MONOMER[c],294.17999328377044,216.0
EG11759-MONOMER[c],295.1810187316145,319.0
G7414-MONOMER[c],14.10663904412126,11.0
LSERINEDEAM2-MONOMER[c],91.0341034813091,37.0
DCYSDESULF-MONOMER[c],520.8156762475488,987.0
G7533-MONOMER[o],151.7104643551696,0.0
EG11110-MONOMER[i],137.7559611621119,193.0
UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER[c],850.6663775626151,650.0
EG10203-MONOMER[p],330.6637460428872,988.0
NAG6PDEACET-MONOMER[c],211.94618389082837,282.0
EG11969-MONOMER[c],86.4389363517434,26.0
MALE-MONOMER[m],1150.8296308587728,2142.0
YEHZ-MONOMER[i],57.26195085520586,118.0
G6227-MONOMER[c],67.68502665106651,1.0
UDPGLUCEPIM-MONOMER[c],239.08211043034245,621.0
MONOMER0-541[c],148.12032853302318,19.0
ARCB-MONOMER[i],1.675959030422974,50.0
G6614-MONOMER[c],342.5283408714336,22.0
EG12605-MONOMER[c],301.9036589128727,171.0
G6757-MONOMER[c],2469.2098534479937,380.0
DXS-MONOMER[c],348.4363915669726,298.0
G7089-MONOMER[c],530.8184032659166,327.0
EG11713-MONOMER[c],96.4400747524403,107.0
PUTP-MONOMER[i],141.25264757904986,77.0
NACGLCTRANS-MONOMER[i],86.15763973087736,92.0
G6447-MONOMER[i],475.4500190033127,111.0
EG11659-MONOMER[i],1538.8269412682978,1666.0
EG10153-MONOMER[c],293.6070688135961,539.0
O-SUCCINYLBENZOATE-COA-SYN-MONOMER[c],365.3158959231742,17.0
EG12391-MONOMER[c],1325.8976424770763,1.0
ILES-MONOMER[c],834.6442209108662,2166.0
MONOMER0-4539[c],1449.3447608940999,3047.0
B2075-MONOMER[i],13.860286844082765,0.0
TAUA-MONOMER[p],13.127954468959956,5.0
METHGLYSYN-MONOMER[c],2532.958100494993,869.0
G7532-MONOMER[c],1878.5287349967457,3446.0
ASNS-MONOMER[c],4636.447914511043,5528.0
FOLC-MONOMER[c],316.2928157005848,364.0
NARH-MONOMER[m],3.1165326322301268,0.0
G7836-MONOMER[c],166.86736775667313,53.0
KCH-MONOMER[i],118.8518939174417,55.0
G6908-MONOMER[c],1152.142529948608,628.0
ASPDECARBOX-MONOMER[c],3420.63349488404,665.0
EG12308-MONOMER[c],47.062325789198866,44.0
G6565-MONOMER[o],603.5677971343781,705.0
EG10901-MONOMER[c],26762.32836046211,29156.0
QUINOPRIBOTRANS-MONOMER[c],900.5965631120249,631.0
EG11652-MONOMER[p],65.12203487358151,74.0
G6886-MONOMER[p],171.26923473784575,346.0
LEUC-MONOMER[c],4393.418515000386,2763.0
EG10375-MONOMER[c],204.6634720517167,84.0
EG11529-MONOMER[i],160.06085794183096,172.0
DGTPTRIPHYDRO-MONOMER[c],65.38582764509776,2.0
HISP-MONOMER[i],493.0356392730616,142.0
EG11884-MONOMER[c],513.1390050466869,224.0
PAPSSULFOTRANS-MONOMER[c],807.2205175186991,1861.0
FEOB-MONOMER[i],180.5167455042581,9.0
EG10996-MONOMER[c],621.4106951917125,846.0
EG11438-MONOMER[c],981.3139715507583,2340.0
EG10529-MONOMER[c],814.5532823393833,748.0
G6839-MONOMER[c],28.115008434886022,1.0
DPPC-MONOMER[i],1028.8507729867329,49.0
NARI-MONOMER[m],2.8462599237034745,0.0
PD00444[c],96.81053209832271,7.0
LIVK-MONOMER[p],1842.2415232064322,2647.0
EG11878-MONOMER[c],7891.157775902567,10839.0
EG12690-MONOMER[c],115.96686124117417,5.0
MGLC-MONOMER[i],212.58518111276695,1.0
G7416-MONOMER[c],127.40283483305832,2.0
EG12712-MONOMER[c],6627.14041560633,6890.0
G6346-MONOMER[c],48.645466824051766,8.0
PSD-MONOMER[i],387.62785995414646,1620.0
CYOB-MONOMER[i],1732.8460244656296,957.0
EG12386-MONOMER[c],138.10088229783207,6.0
G7206-MONOMER[e],34.50495140808832,104.0
EG10159-MONOMER[c],904.03137106144,3251.0
EG10310-MONOMER[p],276.24400082903173,0.0
EG10891-MONOMER[c],25658.044707826935,27960.0
NUOC-MONOMER[m],282.3621219759853,935.0
EG11022-MONOMER[c],295.16354249097805,86.0
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER[c],950.8254411183065,2794.0
XYLG-MONOMER[m],32.296095073087,1.0
EG11108-MONOMER[c],106.52564770967142,0.0
GATB-MONOMER[c],5582.5036890051415,6458.0
EG11217-MONOMER[c],265.841669011743,246.0
E2P-MONOMER[c],3426.176832456053,9057.0
EG10416-MONOMER[c],8627.844819258155,5905.0
EG11391-MONOMER[p],1924.5152688253902,10489.0
G7491-MONOMER[i],31.516138865569733,10.0
EG10887-MONOMER[c],24202.94328433812,52939.0
2-OCTAPRENYLPHENOL-HYDROX-MONOMER[i],54.47553698940737,3.0
CITSYN-MONOMER[c],10637.7061605689,9671.0
MONOMER0-148[c],238.30742826096898,328.0
GCVP-MONOMER[c],589.1110479694868,337.0
EG10884-MONOMER[c],32584.22193858682,49826.0
EG11702-MONOMER[c],307.1091746903349,147.0
PGK[c],13199.256936476027,40039.0
CHORISMUTPREPHENDEHYDRAT-MONOMER[c],2723.4999310741255,1584.0
EG10218-MONOMER[i],174.20943279447977,40.0
EG11415-MONOMER[m],2950.6744266387745,4698.0
EG11355-MONOMER[c],3295.714303094291,1.0
PD00423[c],153.81504230463204,167.0
THIOESTERI-MONOMER[p],522.7917649127236,168.0
EG12379-MONOMER[c],61.73562653937014,0.0
EG10837-MONOMER[c],46.515481560767235,7.0
G7009-MONOMER[c],741.8681983107373,1369.0
G6363-MONOMER[c],1290.8549323825957,734.0
YJJK-MONOMER[c],1628.4824396185822,2571.0
G6663-MONOMER[c],26.215668614175367,48.0
ANTHRANSYNCOMPI-MONOMER[c],1343.3395527423568,1090.0
G7525-MONOMER[c],269.5547273129605,70.0
MENF-MONOMER[c],304.3574393880351,3.0
EG50004-MONOMER[c],2983.024735530395,117.0
G7885-MONOMER[c],5127.241302567206,1939.0
ISOCITDEH-SUBUNIT[c],37498.04043636636,33670.0
G7266-MONOMER[c],610.4872629378019,489.0
EG12248-MONOMER[i],113.25520827990822,25.0
SECG[m],1560.1687187501723,2475.0
EG10426-MONOMER[c],115.37805531925397,38.0
G6952-MONOMER[p],92.03165005005285,17.0
BETACOMP-MONOMER[c],718.7850393818926,3011.0
EG11962-MONOMER[c],9.671662391917309,17.0
EG10043-MONOMER[c],282.64253207196543,917.0
EG10912-MONOMER[c],27931.633247966365,23450.0
G7174-MONOMER[c],325.38567534974004,139.0
G7265-MONOMER[i],25.13010669175902,14.0
G7514-MONOMER[c],36.01136107021753,18.0
G6658-MONOMER[c],45.383311245657715,29.0
CYSD-MONOMER[c],1237.9660421159024,1300.0
DISULFOXRED-MONOMER[p],1807.8979671522577,4138.0
EG11835-MONOMER[c],1683.4253653049761,1175.0
POTC-MONOMER[i],78.65627862929772,30.0
EG12119-MONOMER[c],180.9214100397799,7.0
AGMATIN-MONOMER[c],1171.4787699195915,1283.0
ENTE-MONOMER[c],2115.4458408555665,92.0
GLYCPDIESTER-PERI-MONOMER[p],79.07959116589826,164.0
EG11838-MONOMER[c],15.511852849839384,6.0
G6731-MONOMER[c],460.0795754712724,802.0
PROTEIN-PII2[c],45.65299034916681,58.0
EG12035-MONOMER[c],2430.026306769448,3519.0
G7244-MONOMER[c],56.57747795792622,15.0
G6617-MONOMER[c],88.62277873977196,103.0
MONOMER0-82[i],49.493317715008885,2.0
UROGENIIISYN-MONOMER[c],39.25857301625428,12.0
EG11620-MONOMER[c],1483.2624792476142,1260.0
GLNE-MONOMER[c],32.964179855129025,25.0
EG12026-MONOMER[c],1593.5690554858018,129.0
EG12372-MONOMER[c],26.762646973802422,3.0
OPPB-MONOMER[i],561.7080407413138,46.0
EG11007-MONOMER[i],68.12238845901665,66.0
G6973-MONOMER[c],744.6334481706568,438.0
EG11094-MONOMER[c],37.23786854926954,11.0
EG11401-MONOMER[c],303.252359957429,41.0
EG10877-MONOMER[c],24464.529913355367,33115.0
PRAI-IGPS[c],828.7564538702437,804.0
EG10293-MONOMER[o],2623.1452367119473,374.0
G6095-MONOMER[c],73.37499821973354,136.0
EG10890-MONOMER[c],57369.748729736144,26636.0
G6957-MONOMER[c],69.9373151718881,23.0
DETHIOBIOTIN-SYN-MONOMER[c],658.6203600942798,4.0
6PGLUCONOLACT-MONOMER[c],1277.9870749559793,1802.0
G6865-MONOMER[i],1009.1834224169596,1215.0
PKII-MONOMER[c],1684.7824754566298,1902.0
EG12876-MONOMER[c],354.5345891875971,482.0
APHA-MONOMER[p],83.71447651801215,84.0
G378-MONOMER[c],760.4370097541156,15.0
G7443-MONOMER[c],126.85076811088116,192.0
G6465-MONOMER[p],295.72394198808905,716.0
EG12794-MONOMER[c],5345.29003417467,281.0
G6665-MONOMER[p],118.9800671654815,67.0
G6236-MONOMER[c],496.86725969763955,465.0
DIHYDRODIPICSYN-MONOMER[c],1721.2499456414998,3589.0
CYOD-MONOMER[i],1740.018234363365,136.0
TAGAALDOL2-MONOMER[c],4061.200307771882,4939.0
G6511-MONOMER[c],138.34029006274235,46.0
EG10670-MONOMER[o],1402.6084870271843,33621.0
EG12297-MONOMER[i],851.7845800216918,57.0
PANTEPADENYLYLTRAN-MONOMER[c],123.52827231856718,62.0
LTAA-MONOMER[c],245.3019634658182,316.0
EG11743-MONOMER[o],194.42382637743333,1.0
EG12256-MONOMER[i],32.68986780817236,3.0
MONOMER0-185[c],651.5493096995878,135.0
PANTOATE-BETA-ALANINE-LIG-MONOMER[c],1310.3354043175298,1286.0
G6939-MONOMER[p],48.445762233045805,424.0
MONOMER0-4382[c],168.0569731130283,2769.0
EG10864-MONOMER[c],25376.507620748478,28502.0
G7262-MONOMER[c],14.818804484383888,5.0
G7545-MONOMER[i],110.31033259287875,33.0
EG10667-MONOMER[c],2094.7183857450277,3934.0
XYLULOKIN-MONOMER[c],36.368914186998424,48.0
G6277-MONOMER[c],17.85853202453914,6.0
G7217-MONOMER[m],37.46186452416509,12.0
MANNPISOM-MONOMER[c],884.4733319595866,914.0
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER[c],120.92634531376211,63.0
G6675-MONOMER[c],849.159600582584,78.0
G6881-MONOMER[o],8732.490008912451,14116.0
EG11666-MONOMER[c],507.8376325400079,316.0
PEPCARBOX-MONOMER[c],3515.2158037138684,3633.0
G7267-MONOMER[c],158.5538680525282,56.0
EG11964-MONOMER[c],1028.5811462288389,1538.0
GATA-MONOMER[c],6427.011111343133,5671.0
G7068-MONOMER[c],1474.101094969533,2098.0
EG11684-MONOMER[i],34.854635294651125,70.0
EG11519-MONOMER[c],485.4338179201615,541.0
G7646-MONOMER[c],11.016076184759063,8.0
DIHYDROFOLATEREDUCT-MONOMER[c],431.31228352268045,295.0
PD00413[c],20.80345918294927,132.0
G7039-MONOMER[p],6923.7249112982345,11402.0
H2NTPEPIM-MONOMER[c],1007.092552008182,1182.0
EG11095-MONOMER[c],84.96144605999108,22.0
GCVH-MONOMER[c],1334.9961407250973,648.0
EG10570-MONOMER[c],2848.5002735232706,1479.0
NIKC-MONOMER[i],3.625,5.0
GART-MONOMER[c],713.1742142118322,459.0
